Student_ID,Age,Grade_Level,Prior_CT_Experience,Tool_Used,Abstraction_Score,Algorithmic_Thinking_Score,Decomposition_Score,Pattern_Recognition_Score,Debugging_Score,Creative_Expression_Score,Tool_Session_Count,Time_Spent_Per_Session,Tasks_Completed,Tool_Features_Used,Lines_of_Code,Pre_Test_Score,Post_Test_Score,Improvement_Score,Critical_Thinking_Score,Collaboration_Score,Engagement_Level,Motivation_Score,Error_Rate,Feedback_Received,Skill_Improvement_Category,CT_Mastery_Level,Tool_Effectiveness
S02723,31,High,Intermediate,Scratch,2,5,2,5,1,3,6,58,19,4,374,44,55,11,5,5,3,5,6,3,1,Proficient,Medium
S02724,30,High,Intermediate,Blockly,3,3,5,3,2,5,3,46,5,3,304,50,60,10,3,3,3,3,6,1,1,Expert,High
S02725,13,Middle,Intermediate,Python,2,3,5,5,1,4,4,47,5,3,224,67,90,23,4,5,3,4,6,4,2,Beginner,High
S02726,30,Middle,Beginner,Blockly,4,5,5,2,3,4,7,53,6,3,123,41,58,17,5,3,3,5,3,1,1,Expert,High
S02727,25,Middle,None,Python,5,5,5,4,2,5,10,25,18,4,473,41,63,22,2,5,5,5,3,1,2,Proficient,Low
S02728,24,Middle,Intermediate,Micro:bit,3,3,4,4,2,5,4,48,16,5,232,44,54,10,2,5,5,2,5,4,1,Developing,Low
S02729,17,High,None,Python,4,2,4,2,3,4,7,49,8,4,127,45,58,13,4,5,4,4,2,3,2,Developing,Low
S02730,28,High,None,Micro:bit,5,2,3,4,5,5,7,38,7,3,426,64,77,13,5,4,5,5,4,4,2,Proficient,Medium
S02731,20,High,None,Scratch,4,3,3,2,5,4,4,26,18,2,138,44,55,11,5,4,4,2,5,1,2,Expert,High
S02732,22,Middle,None,Scratch,3,2,2,5,5,5,7,36,17,3,406,42,61,19,4,4,3,5,5,1,2,Developing,High
S02733,14,High,Beginner,Scratch,3,4,5,5,3,3,6,46,18,5,466,54,74,20,3,5,4,2,4,3,2,Beginner,Medium
S02734,12,High,Beginner,Micro:bit,3,2,1,4,5,5,6,26,10,3,106,42,64,22,5,5,5,4,6,4,2,Developing,High
S02735,27,Middle,Beginner,Scratch,3,3,4,2,3,4,7,33,9,2,89,57,80,23,2,5,3,3,2,1,1,Beginner,Medium
S02736,30,Middle,Intermediate,Scratch,4,3,5,4,2,3,6,35,8,4,166,44,56,12,3,5,5,3,3,1,1,Developing,Medium
S02737,22,High,None,Micro:bit,5,3,3,3,4,5,3,30,16,4,359,52,68,16,2,5,4,3,5,2,1,Expert,Low
S02738,20,High,Intermediate,Python,2,5,5,4,2,5,6,44,6,2,496,49,64,15,4,5,4,3,5,4,1,Developing,Medium
S02739,23,Middle,Intermediate,Scratch,3,5,5,2,2,3,9,38,9,3,117,63,79,16,5,5,5,4,4,1,1,Beginner,Medium
S02740,25,Middle,Intermediate,Micro:bit,3,3,2,5,1,5,10,32,7,2,460,43,62,19,4,4,5,3,6,1,1,Expert,Medium
S02741,27,High,None,Scratch,4,5,1,2,2,3,10,47,7,2,111,63,83,20,2,5,3,4,2,2,2,Developing,Low
S02742,18,Middle,Beginner,Blockly,2,3,5,4,3,4,5,56,14,5,242,40,52,12,4,4,4,3,6,4,2,Developing,High
S02743,22,High,Intermediate,Micro:bit,4,5,5,4,4,3,9,42,19,2,297,59,72,13,4,5,4,3,4,1,2,Developing,Low
S02744,20,Middle,None,Python,4,2,3,4,3,4,9,35,7,2,227,53,74,21,3,3,4,5,4,3,1,Expert,Low
S02745,28,High,Intermediate,Scratch,5,4,4,4,2,5,10,38,14,2,135,53,78,25,5,5,3,4,3,3,1,Developing,Low
S02746,29,High,None,Blockly,5,2,3,5,5,4,3,39,17,2,229,56,66,10,3,3,3,5,6,2,1,Beginner,Medium
S02747,27,Middle,None,Scratch,2,5,4,5,1,3,9,41,16,5,309,47,67,20,4,5,4,3,5,4,1,Beginner,High
S02748,15,Middle,None,Blockly,2,4,2,4,4,5,5,32,15,5,476,66,83,17,3,3,3,5,4,4,2,Proficient,Low
S02749,31,Middle,Intermediate,Blockly,2,2,1,2,3,5,7,60,17,3,474,59,83,24,2,4,5,4,6,3,2,Beginner,High
S02750,34,Middle,None,Micro:bit,2,2,2,5,5,5,7,59,6,5,108,59,71,12,5,4,3,2,4,2,2,Beginner,High
S02751,16,High,Intermediate,Python,2,3,2,4,3,3,10,52,12,5,151,59,82,23,3,3,4,3,5,4,2,Beginner,Low
S02752,21,Middle,Beginner,Blockly,3,5,1,4,5,4,3,41,13,4,96,52,70,18,3,3,3,2,5,1,1,Expert,High
S02753,19,High,Intermediate,Python,5,4,1,2,4,5,9,37,9,4,190,55,76,21,5,5,5,4,4,2,2,Developing,Medium
S02754,12,Middle,None,Scratch,4,2,5,5,1,3,9,60,6,3,411,54,79,25,5,4,4,5,3,2,1,Proficient,High
S02755,33,High,Intermediate,Micro:bit,2,5,4,5,2,5,10,57,9,5,437,48,61,13,3,5,5,4,3,1,1,Beginner,High
S02756,18,High,None,Scratch,2,5,1,3,5,3,8,43,9,2,361,56,73,17,2,3,3,5,6,3,2,Beginner,Medium
S02757,16,High,None,Micro:bit,4,2,2,2,4,4,7,52,19,2,100,45,70,25,4,4,5,5,6,2,1,Beginner,Medium
S02758,17,High,Beginner,Blockly,5,4,1,4,5,5,4,45,13,3,421,58,72,14,2,3,4,3,6,3,1,Beginner,Medium
S02759,19,Middle,None,Blockly,2,2,1,4,2,3,9,40,8,5,227,64,87,23,4,5,5,2,4,2,2,Expert,Low
S02760,21,Middle,Beginner,Scratch,4,2,2,2,3,4,10,36,9,4,356,70,85,15,4,5,4,4,3,1,1,Developing,Medium
S02761,35,Middle,Beginner,Python,4,3,4,2,5,3,10,38,12,2,126,54,69,15,5,3,5,2,2,1,2,Beginner,Medium
S02762,14,High,None,Micro:bit,3,4,2,5,3,4,8,41,20,3,369,53,76,23,4,5,4,3,3,4,2,Proficient,Low
S02763,24,Middle,Beginner,Blockly,4,5,4,2,4,4,8,47,17,3,319,70,81,11,5,5,4,4,5,3,2,Developing,Medium
S02764,14,High,Beginner,Python,2,2,5,4,5,3,5,29,6,4,422,40,52,12,2,3,4,5,4,4,1,Proficient,Low
S02765,34,High,Intermediate,Python,5,3,2,5,1,3,3,57,11,5,218,57,82,25,4,4,4,3,5,1,2,Beginner,Low
S02766,31,High,Intermediate,Scratch,5,5,3,5,4,5,8,38,11,2,122,44,67,23,4,3,5,4,2,3,1,Proficient,Low
S02767,24,Middle,None,Python,4,2,3,5,1,3,9,50,9,2,87,57,71,14,3,4,5,2,6,1,2,Proficient,Medium
S02768,16,High,Intermediate,Python,4,2,3,4,5,4,5,51,11,4,170,50,61,11,5,3,4,2,5,2,2,Beginner,Medium
S02769,30,High,Intermediate,Scratch,3,3,5,4,4,3,5,30,14,5,93,44,66,22,3,5,5,2,4,3,2,Expert,Medium
S02770,26,Middle,Intermediate,Blockly,3,4,1,3,2,4,3,40,6,5,429,66,88,22,4,5,3,3,2,2,2,Proficient,Low
S02771,19,Middle,Beginner,Python,3,2,2,2,5,4,8,31,11,4,102,65,90,25,5,4,3,3,2,3,1,Proficient,Low
S02772,24,Middle,Beginner,Python,4,5,1,2,4,3,7,32,6,5,163,45,58,13,2,4,4,2,5,1,2,Developing,Medium
S02773,18,High,None,Micro:bit,5,2,5,3,1,4,9,26,18,3,419,53,69,16,4,4,3,5,3,1,1,Proficient,Medium
S02774,24,Middle,None,Micro:bit,2,4,2,4,3,4,8,58,20,3,402,50,73,23,4,5,4,4,5,3,1,Proficient,High
S02775,23,Middle,None,Blockly,2,4,3,3,3,5,8,33,18,2,426,48,67,19,2,5,4,2,3,4,2,Proficient,Medium
S02776,28,High,None,Micro:bit,5,4,1,5,5,4,4,48,9,5,401,65,79,14,2,5,4,3,4,2,2,Expert,High
S02777,18,High,Beginner,Scratch,2,3,4,5,5,5,3,56,6,4,194,44,63,19,5,3,3,4,5,1,1,Developing,Low
S02778,30,Middle,Beginner,Blockly,3,5,2,5,1,3,10,38,7,4,106,66,91,25,5,3,3,5,3,4,2,Proficient,High
S02779,21,Middle,Beginner,Micro:bit,3,3,1,3,2,5,4,41,17,3,491,50,65,15,2,5,5,5,5,1,2,Expert,High
S02780,34,High,None,Blockly,3,5,1,4,5,4,5,35,8,2,138,50,70,20,5,3,3,3,6,2,1,Developing,High
S02781,20,Middle,Intermediate,Python,5,2,5,3,4,3,8,59,7,4,144,58,71,13,3,5,5,3,2,1,1,Developing,High
S02782,16,High,None,Python,2,3,1,4,1,5,8,31,10,5,206,64,86,22,5,5,3,3,6,1,1,Developing,Low
S02783,20,High,Intermediate,Scratch,3,3,3,3,4,3,5,52,14,2,466,70,93,23,4,5,5,5,4,1,2,Expert,Low
S02784,25,High,None,Scratch,4,4,2,5,2,4,9,59,14,3,295,62,87,25,5,4,5,4,3,3,1,Beginner,Low
S02785,32,High,None,Python,5,2,4,3,2,3,9,58,7,4,81,48,64,16,2,5,4,5,4,4,1,Expert,Medium
S02786,34,Middle,None,Scratch,2,3,4,3,3,4,8,52,5,5,310,59,74,15,5,5,3,3,6,1,2,Beginner,High
S02787,27,Middle,Beginner,Python,2,5,2,2,4,5,10,43,5,5,309,44,55,11,5,5,3,5,5,4,1,Beginner,High
S02788,35,Middle,None,Scratch,4,3,5,5,5,4,8,35,8,5,244,60,81,21,3,4,5,2,4,1,2,Expert,Medium
S02789,23,Middle,Beginner,Scratch,4,5,5,2,2,4,5,38,19,5,140,53,70,17,5,5,5,4,6,2,1,Expert,High
S02790,15,Middle,Intermediate,Blockly,3,2,3,4,4,4,4,54,9,3,290,64,76,12,5,4,3,5,2,3,2,Beginner,Medium
S02791,22,Middle,Beginner,Blockly,2,5,4,5,2,3,6,38,17,5,477,54,77,23,5,3,3,2,5,4,2,Beginner,High
S02792,23,High,Intermediate,Scratch,3,2,5,3,5,3,5,29,20,5,140,59,74,15,5,5,4,2,4,1,1,Proficient,Low
S02793,34,Middle,Intermediate,Scratch,5,5,3,5,3,4,5,60,20,4,499,46,61,15,4,4,3,4,2,2,1,Beginner,Low
S02794,14,Middle,Beginner,Python,4,3,4,3,3,3,10,38,11,4,339,64,82,18,2,3,5,2,4,4,2,Proficient,Low
S02795,21,Middle,Beginner,Scratch,4,2,5,3,1,3,9,45,12,4,200,53,72,19,2,5,5,4,4,2,2,Proficient,Low
S02796,29,High,Beginner,Scratch,4,4,5,4,3,5,3,51,10,3,435,46,61,15,2,3,5,4,5,1,2,Beginner,Low
S02797,26,Middle,Beginner,Micro:bit,5,4,3,3,3,3,8,33,12,2,180,42,54,12,3,4,4,5,3,3,2,Beginner,Medium
S02798,21,High,Intermediate,Micro:bit,4,5,1,2,5,5,4,41,17,4,385,52,63,11,5,4,5,3,6,1,2,Expert,Medium
S02799,24,Middle,Intermediate,Python,2,5,1,2,4,3,9,27,9,3,369,66,78,12,5,4,3,2,4,1,1,Expert,High
S02800,12,High,Intermediate,Blockly,3,2,4,3,1,3,5,55,13,5,486,45,67,22,5,3,5,2,4,1,1,Developing,Medium
S02801,23,High,Intermediate,Blockly,3,4,1,5,2,3,9,57,15,2,383,42,65,23,2,3,3,4,5,3,2,Proficient,High
S02802,28,Middle,None,Micro:bit,2,2,5,4,5,4,6,29,16,2,323,40,64,24,2,4,3,4,2,2,1,Proficient,Low
S02803,21,Middle,Beginner,Micro:bit,2,2,4,2,5,3,7,41,15,3,202,56,68,12,3,4,3,4,6,4,2,Expert,Low
S02804,15,High,Beginner,Blockly,3,5,4,3,2,3,6,53,12,5,317,48,65,17,3,4,3,2,3,4,2,Developing,High
S02805,28,Middle,Intermediate,Micro:bit,3,4,4,5,3,5,7,33,11,2,161,63,74,11,5,4,3,2,5,4,1,Beginner,Low
S02806,22,Middle,Beginner,Micro:bit,4,2,4,3,2,4,9,37,12,4,365,55,75,20,4,3,5,5,3,4,1,Expert,Medium
S02807,26,Middle,Intermediate,Micro:bit,5,5,4,3,1,4,4,46,7,2,213,42,59,17,2,4,5,3,2,4,2,Proficient,Medium
S02808,31,Middle,Intermediate,Micro:bit,3,3,3,2,1,5,4,25,16,3,454,55,76,21,3,3,4,5,2,4,1,Proficient,Low
S02809,16,High,None,Scratch,3,4,4,4,3,3,3,33,18,5,393,50,70,20,4,3,5,2,6,2,2,Beginner,Low
S02810,34,Middle,None,Scratch,3,3,3,4,1,3,10,29,8,3,178,67,81,14,4,3,4,2,6,3,1,Proficient,High
S02811,16,High,Beginner,Micro:bit,4,2,1,2,4,3,3,32,15,4,303,46,66,20,3,5,5,5,5,3,1,Proficient,High
S02812,24,Middle,None,Micro:bit,4,5,4,4,2,5,7,37,13,5,305,46,58,12,4,4,3,4,2,3,2,Proficient,Medium
S02813,22,Middle,Beginner,Python,2,5,5,5,3,4,3,47,13,5,252,46,69,23,5,3,3,3,4,4,1,Expert,Low
S02814,35,Middle,None,Blockly,4,2,3,3,5,4,9,43,20,3,299,56,74,18,2,4,3,5,2,3,1,Proficient,Low
S02815,23,High,None,Micro:bit,4,2,5,2,4,5,5,35,16,3,116,43,67,24,5,4,3,2,6,3,1,Developing,Low
S02816,13,Middle,Beginner,Scratch,2,3,3,2,3,4,7,60,15,2,420,43,66,23,3,4,3,2,5,3,2,Developing,Medium
S02817,15,Middle,Beginner,Python,5,4,1,5,2,3,8,27,11,5,315,58,69,11,2,3,3,3,5,2,1,Beginner,Low
S02818,20,Middle,Intermediate,Micro:bit,4,5,1,5,2,4,10,60,18,3,493,63,88,25,5,5,5,4,5,3,1,Proficient,Medium
S02819,26,High,Beginner,Blockly,3,4,2,2,2,3,10,35,16,5,206,45,62,17,2,3,4,2,3,4,1,Beginner,Low
S02820,33,High,None,Micro:bit,2,5,3,4,5,5,9,46,7,5,185,48,61,13,5,5,4,4,5,2,2,Beginner,Low
S02821,16,High,Beginner,Micro:bit,3,3,2,2,4,4,6,57,12,4,150,55,73,18,4,3,4,5,6,2,1,Developing,Medium
S02822,35,High,None,Blockly,3,4,1,4,1,3,3,47,17,4,385,41,66,25,3,3,3,4,3,4,1,Proficient,High
S02823,23,High,None,Python,3,3,5,2,4,3,9,47,10,2,167,49,61,12,3,3,5,3,5,4,2,Beginner,Low
S02824,15,High,Beginner,Micro:bit,3,3,4,2,5,4,10,30,17,4,485,47,57,10,5,4,4,5,2,1,2,Beginner,High
S02825,28,High,Beginner,Micro:bit,2,4,5,5,5,5,10,38,19,3,292,60,80,20,3,4,4,4,4,3,1,Developing,Medium
S02826,32,High,None,Blockly,5,3,1,2,2,4,5,35,11,5,182,41,55,14,2,5,4,4,2,2,1,Expert,Low
S02827,19,High,None,Scratch,4,4,3,4,4,5,9,29,13,2,199,51,66,15,3,5,4,2,2,1,2,Proficient,Low
S02828,24,Middle,None,Blockly,4,4,2,5,3,3,3,26,19,2,306,70,85,15,5,5,3,5,2,3,2,Proficient,High
S02829,18,Middle,Beginner,Blockly,5,5,5,3,1,4,9,34,9,4,261,50,69,19,3,4,3,2,3,3,1,Developing,High
S02830,30,Middle,None,Blockly,2,3,5,3,3,5,3,57,20,2,101,44,63,19,2,4,5,4,3,1,1,Beginner,High
S02831,13,Middle,Intermediate,Micro:bit,5,5,5,5,4,4,4,33,10,4,468,66,81,15,3,4,5,3,2,2,2,Beginner,Low
S02832,29,High,Beginner,Scratch,3,2,3,3,5,5,7,60,17,3,144,45,56,11,4,5,4,2,4,4,1,Proficient,Low
S02833,21,Middle,Intermediate,Micro:bit,4,3,2,2,3,3,5,49,17,2,172,64,85,21,3,5,4,4,2,2,1,Proficient,High
S02834,27,Middle,Beginner,Scratch,5,2,5,2,3,4,5,37,10,4,418,40,62,22,5,4,4,3,3,1,2,Beginner,Medium
S02835,24,High,Beginner,Blockly,2,5,2,3,4,3,5,36,14,3,179,60,70,10,5,4,4,3,6,4,1,Beginner,Medium
S02836,15,Middle,Beginner,Micro:bit,5,2,4,5,3,4,9,31,6,3,414,45,65,20,2,5,5,2,2,2,1,Developing,Medium
S02837,16,Middle,None,Micro:bit,4,4,4,2,5,4,9,44,14,5,355,43,66,23,3,3,3,4,2,2,2,Developing,Medium
S02838,13,High,None,Scratch,3,2,4,3,2,3,10,47,17,4,407,68,83,15,4,5,4,2,6,2,1,Expert,Low
S02839,24,High,None,Micro:bit,4,4,5,3,2,4,5,56,11,5,165,67,77,10,2,5,4,4,4,1,2,Developing,Medium
S02840,27,High,Beginner,Micro:bit,4,5,5,5,3,4,4,30,7,3,239,56,77,21,3,4,4,4,6,4,2,Proficient,Medium
S02841,33,High,Beginner,Blockly,4,4,1,3,4,3,8,38,9,5,355,58,69,11,3,4,4,3,5,4,2,Expert,Low
S02842,13,Middle,None,Blockly,4,5,4,5,5,5,6,34,13,5,462,52,72,20,2,4,5,2,2,3,1,Beginner,Low
S02843,20,Middle,Beginner,Micro:bit,5,4,1,5,4,5,8,45,8,4,353,43,55,12,4,3,3,2,4,2,1,Developing,Low
S02844,17,Middle,None,Micro:bit,3,2,1,3,3,5,5,43,9,4,394,41,58,17,5,5,4,4,4,2,2,Developing,High
S02845,15,High,None,Blockly,3,3,3,3,3,4,6,56,7,5,434,61,71,10,4,5,4,4,5,3,2,Developing,High
S02846,30,Middle,Beginner,Scratch,3,2,1,4,3,3,7,48,20,5,151,41,54,13,2,5,5,3,6,1,2,Proficient,High
S02847,18,High,None,Blockly,2,5,3,4,5,3,6,55,9,3,124,63,82,19,3,5,5,5,3,3,2,Expert,High
S02848,26,High,Intermediate,Blockly,3,5,5,3,2,5,7,30,20,2,485,41,53,12,5,5,3,3,2,2,1,Expert,Medium
S02849,24,High,Intermediate,Scratch,2,3,1,2,4,5,3,30,8,4,365,64,77,13,4,3,3,2,6,2,2,Developing,Low
S02850,28,High,None,Blockly,3,5,4,5,5,3,9,60,18,5,303,61,71,10,5,3,4,3,2,1,2,Developing,Low
S02851,28,Middle,None,Blockly,2,2,1,5,3,4,10,56,6,5,487,57,81,24,2,4,5,3,3,4,1,Expert,Medium
S02852,23,Middle,Beginner,Micro:bit,3,4,3,2,3,4,5,34,14,5,464,62,81,19,2,3,4,4,5,3,1,Expert,Low
S02853,14,Middle,Intermediate,Micro:bit,5,4,3,2,4,4,8,57,20,2,365,67,84,17,5,5,4,3,3,3,1,Developing,High
S02854,33,High,Intermediate,Blockly,4,2,5,3,2,4,4,50,10,5,421,47,57,10,5,4,5,3,6,4,1,Proficient,Medium
S02855,29,High,Beginner,Micro:bit,4,3,4,2,1,3,8,55,6,2,166,67,88,21,4,5,5,5,2,1,1,Developing,Low
S02856,28,High,None,Scratch,4,3,5,2,5,4,7,53,19,4,230,70,93,23,4,4,4,5,4,1,2,Developing,Medium
S02857,29,High,Intermediate,Blockly,4,5,5,5,2,3,8,46,16,2,416,46,62,16,5,3,4,4,5,4,2,Proficient,Medium
S02858,18,Middle,None,Python,3,4,3,5,2,4,10,43,13,3,247,45,58,13,2,5,5,3,6,2,2,Proficient,Medium
S02859,31,High,Beginner,Scratch,2,5,5,5,4,4,7,48,13,4,101,52,68,16,5,4,3,5,4,3,2,Expert,Medium
S02860,23,High,None,Python,2,3,5,5,5,4,9,27,17,4,132,69,81,12,2,5,3,3,2,2,1,Expert,Low
S02861,30,Middle,Intermediate,Micro:bit,4,2,1,3,3,4,6,51,8,4,186,47,67,20,4,5,4,2,3,3,2,Beginner,Low
S02862,20,Middle,None,Blockly,2,5,5,5,5,3,8,47,20,5,275,54,77,23,4,5,4,4,4,4,1,Developing,Low
S02863,23,High,Intermediate,Micro:bit,4,5,3,4,3,4,7,53,20,5,94,60,75,15,4,5,5,2,2,2,1,Expert,High
S02864,19,High,Beginner,Python,5,5,1,4,3,4,4,26,7,4,243,45,69,24,2,5,3,3,3,3,1,Proficient,Medium
S02865,31,High,Beginner,Blockly,2,3,3,4,1,3,6,56,5,5,245,42,66,24,5,4,3,2,4,2,1,Beginner,High
S02866,16,Middle,Beginner,Micro:bit,3,5,5,4,5,4,3,44,11,4,333,58,72,14,3,5,4,3,2,2,1,Expert,Low
S02867,30,Middle,Intermediate,Blockly,5,4,4,3,4,3,3,36,6,5,349,70,95,25,2,5,5,3,2,4,2,Developing,Low
S02868,20,High,None,Scratch,5,3,4,3,2,4,5,52,6,5,409,60,83,23,5,5,3,4,3,1,2,Proficient,Low
S02869,26,Middle,Intermediate,Scratch,4,3,1,3,1,4,9,59,6,3,116,57,77,20,2,4,4,5,6,1,1,Beginner,High
S02870,16,Middle,None,Scratch,2,3,1,3,1,3,4,27,5,2,173,58,77,19,5,3,3,2,3,3,1,Developing,Low
S02871,16,Middle,Intermediate,Python,2,4,3,5,2,4,7,37,11,3,311,49,73,24,4,3,4,5,2,4,2,Beginner,Medium
S02872,28,Middle,Beginner,Blockly,3,4,2,2,2,4,9,48,13,4,420,57,69,12,5,3,4,5,6,2,1,Expert,Medium
S02873,35,Middle,None,Blockly,3,4,1,3,5,4,9,44,9,4,277,42,65,23,3,4,4,5,4,3,1,Beginner,High
S02874,13,High,Intermediate,Scratch,2,2,5,3,1,5,7,39,5,5,393,61,80,19,3,4,3,2,4,2,2,Proficient,Medium
S02875,19,Middle,Beginner,Python,4,4,5,3,1,5,5,43,5,5,227,43,59,16,5,5,5,2,2,3,2,Beginner,Medium
S02876,33,Middle,Intermediate,Scratch,2,4,2,5,3,4,4,49,15,3,473,44,59,15,2,4,3,4,6,2,1,Proficient,Medium
S02877,34,Middle,None,Blockly,4,3,2,4,1,4,8,50,10,3,416,44,58,14,4,4,3,2,2,4,2,Expert,Low
S02878,19,Middle,None,Scratch,5,5,5,2,2,3,5,37,13,2,170,47,59,12,3,3,4,4,5,2,1,Proficient,Low
S02879,20,High,Beginner,Micro:bit,2,3,1,4,2,4,6,51,15,3,324,45,70,25,3,4,5,2,2,3,2,Developing,Medium
S02880,25,High,None,Scratch,2,5,3,4,4,5,4,38,5,3,124,50,61,11,3,4,5,4,2,3,2,Proficient,Medium
S02881,18,High,None,Micro:bit,4,3,3,3,2,5,10,33,8,3,222,49,59,10,2,3,4,3,3,4,2,Beginner,Low
S02882,21,High,None,Micro:bit,3,4,5,3,4,4,8,29,10,2,161,45,66,21,3,4,4,4,4,1,2,Beginner,High
S02883,18,Middle,Intermediate,Micro:bit,4,3,5,2,5,4,10,32,20,2,308,46,66,20,3,4,3,5,4,3,2,Proficient,High
S02884,27,Middle,None,Scratch,2,2,2,4,1,4,8,33,5,5,325,58,74,16,2,5,5,5,6,1,2,Developing,Low
S02885,20,Middle,None,Blockly,4,5,1,4,4,5,7,51,7,2,346,50,71,21,2,3,5,2,2,3,2,Expert,Medium
S02886,16,Middle,Intermediate,Micro:bit,5,3,1,3,2,3,10,52,17,3,341,58,72,14,3,3,4,4,6,1,1,Beginner,High
S02887,22,High,Intermediate,Scratch,4,3,4,5,3,3,10,44,17,3,369,41,61,20,2,5,4,2,6,3,2,Developing,Medium
S02888,33,High,Beginner,Python,2,4,5,2,5,4,6,42,5,2,322,49,60,11,4,5,3,2,6,4,1,Expert,High
S02889,16,High,None,Scratch,2,2,2,5,2,5,4,37,9,4,200,50,74,24,4,3,3,5,4,2,1,Expert,Low
S02890,26,High,Beginner,Micro:bit,3,4,1,2,1,3,5,37,11,2,247,61,80,19,4,4,3,5,4,1,2,Proficient,Medium
S02891,16,High,Beginner,Blockly,5,4,1,3,3,3,9,36,11,5,362,51,74,23,3,3,4,4,4,2,2,Beginner,High
S02892,27,High,None,Micro:bit,2,5,1,4,4,4,7,58,20,5,100,47,70,23,4,3,3,4,6,4,2,Proficient,Medium
S02893,12,High,None,Blockly,4,4,4,2,3,3,10,59,16,2,370,60,79,19,4,4,4,4,6,3,2,Developing,High
S02894,30,Middle,None,Blockly,3,5,1,5,1,4,7,41,13,5,215,63,86,23,4,5,5,2,5,1,2,Developing,Low
S02895,12,High,None,Micro:bit,4,5,4,5,4,5,9,47,19,3,201,63,84,21,4,3,4,4,3,4,2,Proficient,Medium
S02896,17,Middle,None,Micro:bit,3,3,2,4,1,5,6,34,10,2,277,70,88,18,2,4,4,3,6,2,1,Proficient,Medium
S02897,19,Middle,Beginner,Blockly,2,4,1,5,4,4,4,39,9,2,118,40,53,13,4,4,3,2,6,2,2,Proficient,High
S02898,14,High,Beginner,Python,3,5,1,2,3,5,6,35,9,4,434,69,85,16,4,4,4,4,6,4,2,Developing,High
S02899,22,High,None,Python,5,3,3,5,2,5,8,37,7,4,120,56,72,16,4,3,5,3,2,4,2,Developing,High
S02900,24,High,None,Blockly,2,5,4,2,1,3,8,47,10,5,224,52,65,13,3,3,4,5,5,4,1,Developing,Medium
S02901,32,Middle,Intermediate,Scratch,4,5,2,5,4,4,8,40,10,2,154,62,76,14,5,5,3,4,5,4,1,Beginner,Low
S02902,25,Middle,None,Micro:bit,2,5,5,5,1,4,3,54,13,2,170,70,90,20,3,4,4,5,2,1,2,Beginner,Medium
S02903,17,Middle,None,Micro:bit,2,5,5,5,3,5,8,44,9,3,258,54,64,10,4,3,5,4,2,1,1,Proficient,High
S02904,27,High,None,Python,5,5,4,5,3,5,8,30,5,5,461,70,83,13,5,3,3,3,6,3,2,Developing,Low
S02905,24,Middle,Intermediate,Blockly,3,4,4,3,3,5,5,35,8,3,231,45,67,22,2,3,5,4,2,4,1,Expert,Medium
S02906,14,High,Beginner,Scratch,3,3,1,2,4,5,3,27,19,3,440,41,58,17,5,5,5,3,3,4,1,Expert,High
S02907,12,Middle,None,Scratch,3,3,4,2,5,5,6,33,10,5,80,48,66,18,2,5,3,2,3,3,2,Developing,Medium
S02908,16,High,Intermediate,Blockly,2,5,4,3,3,4,5,45,6,5,191,54,67,13,3,4,5,5,3,2,2,Proficient,High
S02909,29,Middle,Beginner,Python,5,2,2,5,3,4,7,31,11,4,364,51,75,24,3,4,4,4,6,1,1,Developing,High
S02910,13,High,Intermediate,Scratch,5,2,5,3,1,5,5,41,17,4,353,58,83,25,5,5,3,2,6,2,1,Developing,Medium
S02911,33,Middle,None,Blockly,3,4,1,4,1,5,3,52,6,3,252,45,70,25,2,5,5,5,6,1,2,Developing,High
S02912,29,High,Beginner,Micro:bit,5,2,4,3,1,5,7,57,9,2,384,41,60,19,5,3,5,5,4,2,1,Expert,High
S02913,20,Middle,None,Blockly,4,2,2,5,1,3,7,40,15,4,306,55,79,24,5,5,4,5,4,1,1,Beginner,Medium
S02914,15,Middle,Beginner,Python,4,2,5,5,5,4,10,26,11,4,444,46,67,21,5,3,3,3,3,2,1,Developing,Medium
S02915,28,Middle,None,Micro:bit,4,5,1,3,3,3,5,36,15,2,366,48,72,24,5,3,4,4,2,2,2,Developing,High
S02916,14,Middle,Intermediate,Python,2,2,2,4,4,5,8,28,18,4,251,44,64,20,3,5,5,3,3,2,2,Developing,High
S02917,32,Middle,Intermediate,Python,2,4,2,5,4,4,6,26,20,3,337,66,84,18,2,4,4,2,4,4,1,Beginner,High
S02918,17,Middle,None,Blockly,4,4,3,2,2,4,10,55,15,5,163,68,90,22,2,3,5,3,3,2,2,Proficient,Medium
S02919,18,High,None,Scratch,3,2,4,5,4,3,5,48,13,4,412,69,84,15,5,3,5,2,2,2,2,Developing,Medium
S02920,31,Middle,None,Blockly,3,3,4,4,5,4,5,48,11,2,345,55,67,12,2,5,3,2,5,2,1,Proficient,High
S02921,16,Middle,Intermediate,Scratch,5,3,1,3,3,5,9,50,19,2,342,55,69,14,3,3,5,3,6,3,2,Beginner,Low
S02922,13,High,None,Blockly,5,4,3,3,1,5,5,37,10,2,303,55,66,11,4,3,3,3,3,2,1,Expert,Medium
S02923,27,Middle,Intermediate,Python,2,2,1,5,4,3,8,41,20,4,131,61,78,17,5,4,5,3,2,1,1,Expert,High
S02924,35,High,None,Scratch,3,5,2,2,2,5,7,33,8,3,109,68,79,11,2,3,4,5,2,4,2,Beginner,Medium
